File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF422TZK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR759BDG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-392'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/604/'], '@type': ['Target', 'Item'], 'name': 'BCL6-human', 'label': 'BCL6', '@id': '/targets/BCL6-human/', 'title': 'BCL6 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0688ba48-4bea-4c9d-82ed-726c3ea6e632', 'status': 'released'}				BCL6-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF092BKB/, /files/ENCFF072FWE/	667419	ENCODE Processing Pipeline	d2915078e94e48acf6b62e6c890efc22		https://www.encodeproject.org/files/ENCFF422TZK/@@download/ENCFF422TZK.bed.gz				released	s3://encode-public/2020/12/03/b2d0d73a-686f-4d42-aaf6-38e6ae7578a7/ENCFF422TZK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/b2d0d73a-686f-4d42-aaf6-38e6ae7578a7/ENCFF422TZK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification reagents		
ENCFF209DVO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR230PTV	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZBTB2-human	DNA						2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF601DSO/, /files/ENCFF356LFX/, /files/ENCFF131NUV/, /files/ENCFF936FZX/	303368	ENCODE Processing Pipeline	5c7bdb0024546af12866350b74ad63d8		https://www.encodeproject.org/files/ENCFF209DVO/@@download/ENCFF209DVO.bed.gz				released	s3://encode-public/2020/12/30/7a11b067-a09f-44a7-bfb8-9791c352036d/ENCFF209DVO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/7a11b067-a09f-44a7-bfb8-9791c352036d/ENCFF209DVO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF668ZRO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR229DYF	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1138'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57684/'], '@type': ['Target', 'Item'], 'name': 'ZBTB26-human', 'label': 'ZBTB26', '@id': '/targets/ZBTB26-human/', 'title': 'ZBTB26 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '21bd6b13-9ee6-43a8-af6b-f9682bafe783', 'status': 'released'}				ZBTB26-human	DNA				formaldehyde		2016-12-13	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF753LSJ/, /files/ENCFF322GQO/, /files/ENCFF419RSJ/, /files/ENCFF621WQW/	646619	ENCODE Processing Pipeline	889c1a87693d42ce295469ec3408d497		https://www.encodeproject.org/files/ENCFF668ZRO/@@download/ENCFF668ZRO.bed.gz				released	s3://encode-public/2016/12/13/1426c020-e454-475f-af31-eca89ba0be75/ENCFF668ZRO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/13/1426c020-e454-475f-af31-eca89ba0be75/ENCFF668ZRO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	missing genetic modification characterization, missing biosample characterization, mild to moderate bottlenecking		
ENCFF167NBL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR229DYF	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1138'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57684/'], '@type': ['Target', 'Item'], 'name': 'ZBTB26-human', 'label': 'ZBTB26', '@id': '/targets/ZBTB26-human/', 'title': 'ZBTB26 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '21bd6b13-9ee6-43a8-af6b-f9682bafe783', 'status': 'released'}				ZBTB26-human	DNA				formaldehyde		2016-12-13	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF713QSG/, /files/ENCFF140CSO/, /files/ENCFF350INM/, /files/ENCFF031UZD/, /files/ENCFF852BFO/, /files/ENCFF680OSX/, /files/ENCFF300ATN/, /files/ENCFF356LFX/, /files/ENCFF036EBY/	665554	ENCODE Processing Pipeline	532a672d6402cae2bd8ad93f5efc930f		https://www.encodeproject.org/files/ENCFF167NBL/@@download/ENCFF167NBL.bed.gz				released	s3://encode-public/2020/08/05/0da5275e-a62c-4286-abb5-0c7edfa46ddc/ENCFF167NBL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/05/0da5275e-a62c-4286-abb5-0c7edfa46ddc/ENCFF167NBL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization, mild to moderate bottlenecking		
ENCFF669RAT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR913JBH	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8626/'], '@type': ['Target', 'Item'], 'name': 'TP63-human', 'label': 'TP63', '@id': '/targets/TP63-human/', 'title': 'TP63 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'cb17f88d-da0c-4651-8be0-26b55424862f', 'status': 'released'}				TP63-human	DNA						2021-06-10	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF930NYU/, /files/ENCFF819HBU/, /files/ENCFF883MGW/, /files/ENCFF356LFX/	59212	ENCODE Processing Pipeline	f421dc50ebbb6c7c03ecb7deb6bb297d		https://www.encodeproject.org/files/ENCFF669RAT/@@download/ENCFF669RAT.bed.gz				released	s3://encode-public/2022/06/24/6af5302d-0103-4ad9-ba6e-7444d0bb7e95/ENCFF669RAT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/6af5302d-0103-4ad9-ba6e-7444d0bb7e95/ENCFF669RAT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF008SZM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR544GUO	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF392JXG/, /files/ENCFF431HRS/, /files/ENCFF068KIH/, /files/ENCFF356LFX/, /files/ENCFF464RCS/, /files/ENCFF591NZJ/, /files/ENCFF328TVD/	337985	ENCODE Processing Pipeline	ea30f8eb34bddcdbd89ca3635199d938		https://www.encodeproject.org/files/ENCFF008SZM/@@download/ENCFF008SZM.bed.gz				released	s3://encode-public/2021/01/02/4784af0d-6291-429a-be84-c320e9243cf6/ENCFF008SZM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/4784af0d-6291-429a-be84-c320e9243cf6/ENCFF008SZM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF447NHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR215UXN	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour							BCL3-human	DNA				formaldehyde		2016-10-27	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF258XVX/, /files/ENCFF272JSW/, /files/ENCFF482MIB/, /files/ENCFF668RNB/, /files/ENCFF204HPS/, /files/ENCFF356LFX/, /files/ENCFF611UXP/	493720	ENCODE Processing Pipeline	3b76bafd5e495e006fea766e5c60fb2b		https://www.encodeproject.org/files/ENCFF447NHJ/@@download/ENCFF447NHJ.bed.gz				released	s3://encode-public/2020/12/31/3fe06d98-2314-46cd-b534-b3e7d45e1c20/ENCFF447NHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/31/3fe06d98-2314-46cd-b534-b3e7d45e1c20/ENCFF447NHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF156EZP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR568YNC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1078'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79027/'], '@type': ['Target', 'Item'], 'name': 'ZNF655-human', 'label': 'ZNF655', '@id': '/targets/ZNF655-human/', 'title': 'ZNF655 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'abff7545-8534-4c9f-a717-bacfe5bdfc51', 'status': 'released'}				ZNF655-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF581NMF/, /files/ENCFF440OLI/, /files/ENCFF886KDT/	16154	ENCODE Processing Pipeline	5af4c9db2db7c396815e457a6ccdb1bb		https://www.encodeproject.org/files/ENCFF156EZP/@@download/ENCFF156EZP.bed.gz				released	s3://encode-public/2020/07/08/a95ce577-b328-4f8d-973d-9a9946adad31/ENCFF156EZP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/08/a95ce577-b328-4f8d-973d-9a9946adad31/ENCFF156EZP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released			
ENCFF151JWD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR568IVD	TF ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF831CSZ/, /files/ENCFF356LFX/, /files/ENCFF124DQW/	531535	ENCODE Processing Pipeline	ec9fb99795735fe61d6195a5953c043a		https://www.encodeproject.org/files/ENCFF151JWD/@@download/ENCFF151JWD.bed.gz				released	s3://encode-public/2020/09/23/26e54366-d932-494f-a1cd-67e29ab2efab/ENCFF151JWD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/26e54366-d932-494f-a1cd-67e29ab2efab/ENCFF151JWD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF439SWX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR419VVI	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57547/'], '@type': ['Target', 'Item'], 'name': 'ZNF624-human', 'label': 'ZNF624', '@id': '/targets/ZNF624-human/', 'title': 'ZNF624 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5caab2fa-8d05-4185-8785-e3cc70d33c71', 'status': 'released'}				ZNF624-human	DNA						2020-07-08	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF342TXG/, /files/ENCFF958KOF/, /files/ENCFF007PYT/, /files/ENCFF356LFX/	126665	ENCODE Processing Pipeline	522480603edc00c613e8558bb5c31de3		https://www.encodeproject.org/files/ENCFF439SWX/@@download/ENCFF439SWX.bed.gz				released	s3://encode-public/2020/07/08/ef4853f3-c910-4dd7-afdb-3eab490c4dca/ENCFF439SWX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/08/ef4853f3-c910-4dd7-afdb-3eab490c4dca/ENCFF439SWX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF652GOE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR552XSN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MLLT1-human	DNA						2016-08-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF629AMY/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/, /files/ENCFF777FAN/	820742	ENCODE Processing Pipeline	1770695af7732bf82eec0104afb7e607		https://www.encodeproject.org/files/ENCFF652GOE/@@download/ENCFF652GOE.bed.gz				released	s3://encode-public/2020/12/03/bed942dd-d73f-482d-8fc5-041afe0e44ae/ENCFF652GOE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/bed942dd-d73f-482d-8fc5-041afe0e44ae/ENCFF652GOE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF068MGV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR331BDJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF936FZX/, /files/ENCFF532CPG/, /files/ENCFF822ODT/, /files/ENCFF706EYC/, /files/ENCFF356LFX/	316916	ENCODE Processing Pipeline	f0fdfe1dc29fea697b21aa5ac32bd9b5		https://www.encodeproject.org/files/ENCFF068MGV/@@download/ENCFF068MGV.bed.gz				released	s3://encode-public/2020/12/30/56f8daea-f558-4fe7-80c3-bc2ce6b129d5/ENCFF068MGV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/56f8daea-f558-4fe7-80c3-bc2ce6b129d5/ENCFF068MGV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF046XEZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR911GFJ	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF131VQR/, /files/ENCFF742IFB/	651876	ENCODE Processing Pipeline	94d35249d94979604bb239b04a40ccd7		https://www.encodeproject.org/files/ENCFF046XEZ/@@download/ENCFF046XEZ.bed.gz				released	s3://encode-public/2020/09/01/c6bdcfa3-f72a-43a0-8142-72c9d50af2ee/ENCFF046XEZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/c6bdcfa3-f72a-43a0-8142-72c9d50af2ee/ENCFF046XEZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF295XCB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR164RIC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZNF444'], 'aliases': ['michael-snyder:TS-1224'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55311/'], '@type': ['Target', 'Item'], 'label': 'ZNF444', 'title': 'ZNF444 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2186a6a5-4ab7-4f6e-b121-09b7853473e0', 'schema_version': '14', 'name': 'ZNF444-human', '@id': '/targets/ZNF444-human/', 'status': 'released'}				ZNF444-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF503BSH/, /files/ENCFF356LFX/, /files/ENCFF154EDA/	56164	ENCODE Processing Pipeline	b3ddc8007562b80f28344bfa9a3e861b		https://www.encodeproject.org/files/ENCFF295XCB/@@download/ENCFF295XCB.bed.gz				released	s3://encode-public/2020/07/01/f50393fd-f7e8-4492-b154-a487620c5482/ENCFF295XCB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/f50393fd-f7e8-4492-b154-a487620c5482/ENCFF295XCB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF266FUJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR546IHU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZNF184-human	DNA						2017-07-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF808FES/, /files/ENCFF759OVC/	169213	ENCODE Processing Pipeline	8728fb555e074fe70ce8e509df4ccfc3		https://www.encodeproject.org/files/ENCFF266FUJ/@@download/ENCFF266FUJ.bed.gz				released	s3://encode-public/2020/11/27/0ae2272e-3320-4d7f-8620-592325e2f87f/ENCFF266FUJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/27/0ae2272e-3320-4d7f-8620-592325e2f87f/ENCFF266FUJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF985QNV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR582MTM	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF593RPG/, /files/ENCFF060HTY/	107086	ENCODE Processing Pipeline	50eeb0e3314ab66c895c5e422f969d85		https://www.encodeproject.org/files/ENCFF985QNV/@@download/ENCFF985QNV.bed.gz				released	s3://encode-public/2020/09/01/0b2f7a1d-5e58-4b7a-8d85-c725c0cb166a/ENCFF985QNV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/0b2f7a1d-5e58-4b7a-8d85-c725c0cb166a/ENCFF985QNV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF154RAJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR725VFL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF12-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF377KFK/, /files/ENCFF232AKP/, /files/ENCFF781YRX/, /files/ENCFF275DGB/, /files/ENCFF356LFX/	257836	ENCODE Processing Pipeline	c46c6f68563dc5b4200fa4a65c3178bb		https://www.encodeproject.org/files/ENCFF154RAJ/@@download/ENCFF154RAJ.bed.gz				released	s3://encode-public/2020/12/02/e16df952-ccf1-4711-b832-c3e4ba41a40d/ENCFF154RAJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/e16df952-ccf1-4711-b832-c3e4ba41a40d/ENCFF154RAJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF932UJX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR729LGA	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										SP1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF220TQP/, /files/ENCFF608CRP/, /files/ENCFF756SZH/, /files/ENCFF356LFX/, /files/ENCFF566FOC/	39297	ENCODE Processing Pipeline	d74ae7ae434509054de7a80a4b679ee4		https://www.encodeproject.org/files/ENCFF932UJX/@@download/ENCFF932UJX.bed.gz				released	s3://encode-public/2020/12/02/478cd6b4-e496-42ec-a52d-10713cdbde43/ENCFF932UJX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/478cd6b4-e496-42ec-a52d-10713cdbde43/ENCFF932UJX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF594HEK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR756URL	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA						2017-08-28	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF918JDZ/, /files/ENCFF356LFX/, /files/ENCFF776PWW/	561841	ENCODE Processing Pipeline	17cd5398b3f57a0670f4306aacd38978		https://www.encodeproject.org/files/ENCFF594HEK/@@download/ENCFF594HEK.bed.gz				released	s3://encode-public/2020/09/24/eb37bb4a-aeb5-4b29-a29f-98f5b4fa4eb8/ENCFF594HEK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/eb37bb4a-aeb5-4b29-a29f-98f5b4fa4eb8/ENCFF594HEK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF855PXT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR439WAF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										E4F1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF526WYZ/, /files/ENCFF359RBL/, /files/ENCFF443FEI/, /files/ENCFF356LFX/, /files/ENCFF783FZL/	97014	ENCODE Processing Pipeline	a26a71750efb9c9d2462c8031393da11		https://www.encodeproject.org/files/ENCFF855PXT/@@download/ENCFF855PXT.bed.gz				released	s3://encode-public/2020/12/30/07fd62fa-5b30-4c7a-90b1-d367f3d5cb0b/ENCFF855PXT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/07fd62fa-5b30-4c7a-90b1-d367f3d5cb0b/ENCFF855PXT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance	partially characterized antibody	
